order_id,order_date,business_unit,destination_country,supplier,product_id,product_name,product_category,quantity_ordered,quantity_delivered,unit_price_eur,promised_delivery_date,actual_delivery_date,status,priority,shipping_mode,snapshot_date
ORD-2026-012701,2026-02-24,DACH,Austria,Aster Manufacturing,SKU-0019,Briselle Eau de Parfum 50ml Intense,Fragrance,48,48,44.13,2026-03-19,2026-03-20,Delivered,High,Road,2026-09-12
ORD-2026-012702,2026-02-24,FRANCE,France,Elara Beauty Labs,SKU-0059,Elunora Body Lotion 200ml Intense,Body Care,600,600,4.42,2026-03-12,2026-03-09,Delivered,High,Road,2026-09-12
ORD-2026-012703,2026-02-24,IBERIA,Spain,Elara Beauty Labs,SKU-0071,Fiorenne Body Lotion 200ml Intense,Body Care,108,108,6.41,2026-03-13,2026-03-17,Delivered,Normal,Road,2026-09-12
ORD-2026-012704,2026-02-24,NORTH_AMERICA,United States,Dune Personal Care,SKU-0070,Fiorenne Discovery Set 5x10ml Intense,Gift Set,156,156,16.19,2026-03-20,2026-03-23,Delivered,High,Air,2026-09-12
ORD-2026-012705,2026-02-24,NORTH_AMERICA,Canada,Fenn Packaging & Assembly,SKU-0108,Isavelle Face Serum 30ml Intense,Skin Care,1356,1356,11.89,2026-03-09,2026-03-09,Delivered,High,Air,2026-09-12
ORD-2026-012706,2026-02-24,DACH,Germany,Cedar Fragrance Works,SKU-0033,Cendora Fragrance Gift Set 3pc Intense,Gift Set,48,48,68.78,2026-03-23,2026-03-30,Delivered,Normal,Road,2026-09-12
ORD-2026-012707,2026-02-24,NORTH_AMERICA,Canada,Elara Beauty Labs,SKU-0113,Jovira Body Lotion 200ml Classic,Body Care,444,444,10.09,2026-04-01,2026-04-01,Delivered,High,Sea,2026-09-12
ORD-2026-012708,2026-02-24,NORTH_AMERICA,United States,Dune Personal Care,SKU-0094,Heloria Discovery Set 5x10ml Intense,Gift Set,144,144,29.50,2026-03-16,2026-03-16,Delivered,High,Air,2026-09-12
ORD-2026-012709,2026-02-24,IBERIA,Spain,Dune Personal Care,SKU-0064,Fiorenne Discovery Set 5x10ml Classic,Gift Set,324,324,30.44,2026-03-19,2026-03-23,Delivered,Normal,Road,2026-09-12
ORD-2026-012710,2026-02-24,DACH,Austria,Aster Manufacturing,SKU-0031,Cendora Eau de Parfum 50ml Intense,Fragrance,396,396,23.85,2026-03-16,2026-03-16,Delivered,Normal,Road,2026-09-12
ORD-2026-012711,2026-02-24,NORTH_AMERICA,Canada,Cedar Fragrance Works,SKU-0009,Aureva Fragrance Gift Set 3pc Intense,Gift Set,1512,1512,59.92,2026-04-06,2026-04-06,Delivered,Normal,Sea,2026-09-12
ORD-2026-012712,2026-02-24,UK_IRELAND,United Kingdom,Dune Personal Care,SKU-0016,Briselle Discovery Set 5x10ml Classic,Gift Set,588,588,25.40,2026-03-23,2026-04-14,Delivered,Normal,Road,2026-09-12
ORD-2026-012713,2026-02-24,FRANCE,France,Bellora Cosmetics,SKU-0074,Galenza Eau de Toilette 100ml Classic,Fragrance,72,72,45.79,2026-03-16,2026-03-16,Delivered,Normal,Road,2026-09-12
ORD-2026-012714,2026-02-24,FRANCE,France,Fenn Packaging & Assembly,SKU-0036,Cendora Face Serum 30ml Intense,Skin Care,240,240,12.23,2026-03-06,2026-03-18,Delivered,Normal,Road,2026-09-12
ORD-2026-012715,2026-02-24,IBERIA,Spain,Cedar Fragrance Works,SKU-0009,Aureva Fragrance Gift Set 3pc Intense,Gift Set,132,132,64.43,2026-03-23,2026-03-23,Delivered,Normal,Road,2026-09-12
ORD-2026-012716,2026-02-24,UK_IRELAND,Ireland,Aster Manufacturing,SKU-0097,Isavelle Eau de Parfum 50ml Classic,Fragrance,228,228,41.27,2026-03-23,2026-03-27,Delivered,Normal,Road,2026-09-12
ORD-2026-012717,2026-02-24,DACH,Switzerland,Dune Personal Care,SKU-0046,Dorevia Discovery Set 5x10ml Intense,Gift Set,456,456,29.67,2026-03-18,2026-03-19,Delivered,Normal,Road,2026-09-12
ORD-2026-012718,2026-02-24,LATAM,Mexico,Fenn Packaging & Assembly,SKU-0060,Elunora Face Serum 30ml Intense,Skin Care,60,60,10.32,2026-04-13,2026-04-17,Delivered,Normal,Sea,2026-09-12
ORD-2026-012719,2026-02-24,DACH,Germany,Elara Beauty Labs,SKU-0071,Fiorenne Body Lotion 200ml Intense,Body Care,360,360,6.41,2026-03-16,2026-03-16,Delivered,Normal,Road,2026-09-12
ORD-2026-012720,2026-02-24,IBERIA,Spain,Fenn Packaging & Assembly,SKU-0048,Dorevia Face Serum 30ml Intense,Skin Care,324,324,10.10,2026-03-09,2026-03-09,Delivered,Normal,Road,2026-09-12
ORD-2026-012721,2026-02-24,FRANCE,France,Fenn Packaging & Assembly,SKU-0072,Fiorenne Face Serum 30ml Intense,Skin Care,504,504,23.43,2026-03-09,2026-03-11,Delivered,High,Road,2026-09-12
ORD-2026-012722,2026-02-24,IBERIA,Spain,Bellora Cosmetics,SKU-0038,Dorevia Eau de Toilette 100ml Classic,Fragrance,348,348,33.82,2026-03-09,2026-03-09,Delivered,Normal,Road,2026-09-12
ORD-2026-012723,2026-02-24,ITALY,Italy,Fenn Packaging & Assembly,SKU-0090,Heloria Face Serum 30ml Classic,Skin Care,312,0,27.74,2026-03-16,,Cancelled,High,Road,2026-09-12
ORD-2026-012724,2026-02-24,DACH,Germany,Bellora Cosmetics,SKU-0026,Cendora Eau de Toilette 100ml Classic,Fragrance,912,912,27.57,2026-03-18,2026-03-18,Delivered,Normal,Road,2026-09-12
ORD-2026-012725,2026-02-24,DACH,Germany,Bellora Cosmetics,SKU-0020,Briselle Eau de Toilette 100ml Intense,Fragrance,240,240,46.21,2026-03-16,2026-03-13,Delivered,Normal,Road,2026-09-12
ORD-2026-012726,2026-02-24,IBERIA,Spain,Elara Beauty Labs,SKU-0023,Briselle Body Lotion 200ml Intense,Body Care,864,864,8.89,2026-03-13,2026-03-24,Delivered,Normal,Road,2026-09-12
ORD-2026-012727,2026-02-24,UK_IRELAND,United Kingdom,Dune Personal Care,SKU-0028,Cendora Discovery Set 5x10ml Classic,Gift Set,36,36,18.22,2026-03-23,2026-03-23,Delivered,Normal,Road,2026-09-12
ORD-2026-012728,2026-02-24,LATAM,Mexico,Cedar Fragrance Works,SKU-0117,Jovira Fragrance Gift Set 3pc Intense,Gift Set,108,108,57.67,2026-04-23,2026-04-23,Delivered,Normal,Sea,2026-09-12
ORD-2026-012729,2026-02-24,UK_IRELAND,United Kingdom,Bellora Cosmetics,SKU-0050,Elunora Eau de Toilette 100ml Classic,Fragrance,372,372,53.05,2026-03-17,2026-03-16,Delivered,Normal,Road,2026-09-12
ORD-2026-012730,2026-02-24,IBERIA,Spain,Dune Personal Care,SKU-0112,Jovira Discovery Set 5x10ml Classic,Gift Set,132,132,15.25,2026-03-20,2026-03-18,Delivered,Normal,Road,2026-09-12
ORD-2026-012731,2026-02-24,NORTH_AMERICA,United States,Fenn Packaging & Assembly,SKU-0030,Cendora Face Serum 30ml Classic,Skin Care,384,384,21.03,2026-04-06,2026-04-06,Delivered,Normal,Sea,2026-09-12
ORD-2026-012732,2026-02-24,IBERIA,Spain,Fenn Packaging & Assembly,SKU-0042,Dorevia Face Serum 30ml Classic,Skin Care,168,168,18.69,2026-03-17,2026-03-17,Delivered,Normal,Road,2026-09-12
ORD-2026-012733,2026-02-24,DACH,Germany,Aster Manufacturing,SKU-0019,Briselle Eau de Parfum 50ml Intense,Fragrance,228,0,44.13,2026-03-16,,Cancelled,Normal,Road,2026-09-12
ORD-2026-012734,2026-02-24,IBERIA,Spain,Cedar Fragrance Works,SKU-0021,Briselle Fragrance Gift Set 3pc Intense,Gift Set,324,324,41.15,2026-03-23,2026-03-20,Delivered,Normal,Road,2026-09-12
ORD-2026-012735,2026-02-24,IBERIA,Spain,Bellora Cosmetics,SKU-0050,Elunora Eau de Toilette 100ml Classic,Fragrance,48,48,53.05,2026-03-17,2026-03-16,Delivered,Normal,Road,2026-09-12
ORD-2026-012736,2026-02-24,FRANCE,France,Fenn Packaging & Assembly,SKU-0084,Galenza Face Serum 30ml Intense,Skin Care,216,216,16.77,2026-03-16,2026-03-16,Delivered,Normal,Road,2026-09-12
ORD-2026-012737,2026-02-24,IBERIA,Portugal,Bellora Cosmetics,SKU-0044,Dorevia Eau de Toilette 100ml Intense,Fragrance,276,276,24.68,2026-03-09,2026-03-16,Delivered,High,Road,2026-09-12
ORD-2026-012738,2026-02-24,NORTH_AMERICA,United States,Bellora Cosmetics,SKU-0116,Jovira Eau de Toilette 100ml Intense,Fragrance,1320,1320,27.87,2026-03-30,2026-04-20,Delivered,Normal,Sea,2026-09-12
ORD-2026-012739,2026-02-24,FRANCE,France,Bellora Cosmetics,SKU-0008,Aureva Eau de Toilette 100ml Intense,Fragrance,36,36,40.70,2026-03-10,2026-03-10,Delivered,Normal,Road,2026-09-12
ORD-2026-012740,2026-02-24,UK_IRELAND,United Kingdom,Bellora Cosmetics,SKU-0116,Jovira Eau de Toilette 100ml Intense,Fragrance,96,96,29.97,2026-03-16,2026-03-16,Delivered,Normal,Road,2026-09-12
ORD-2026-012741,2026-02-24,UK_IRELAND,United Kingdom,Bellora Cosmetics,SKU-0020,Briselle Eau de Toilette 100ml Intense,Fragrance,180,180,46.21,2026-03-19,2026-03-16,Delivered,Normal,Road,2026-09-12
ORD-2026-012742,2026-02-24,DACH,Switzerland,Elara Beauty Labs,SKU-0053,Elunora Body Lotion 200ml Classic,Body Care,240,240,12.24,2026-03-10,2026-03-09,Delivered,Normal,Road,2026-09-12
ORD-2026-012743,2026-02-24,FRANCE,France,Cedar Fragrance Works,SKU-0021,Briselle Fragrance Gift Set 3pc Intense,Gift Set,108,108,41.15,2026-03-19,2026-03-26,Delivered,Normal,Road,2026-09-12
ORD-2026-012744,2026-02-24,FRANCE,France,Bellora Cosmetics,SKU-0098,Isavelle Eau de Toilette 100ml Classic,Fragrance,72,72,40.83,2026-03-10,2026-03-13,Delivered,High,Road,2026-09-12
ORD-2026-012745,2026-02-24,UK_IRELAND,United Kingdom,Cedar Fragrance Works,SKU-0117,Jovira Fragrance Gift Set 3pc Intense,Gift Set,336,336,57.67,2026-03-24,2026-03-31,Delivered,Normal,Road,2026-09-12
ORD-2026-012746,2026-02-24,NORTH_AMERICA,United States,Fenn Packaging & Assembly,SKU-0012,Aureva Face Serum 30ml Intense,Skin Care,192,192,22.05,2026-03-30,2026-03-30,Delivered,Normal,Sea,2026-09-12
ORD-2026-012747,2026-02-24,LATAM,Mexico,Bellora Cosmetics,SKU-0086,Heloria Eau de Toilette 100ml Classic,Fragrance,252,252,25.53,2026-03-16,2026-03-16,Delivered,High,Air,2026-09-12
ORD-2026-012748,2026-02-24,FRANCE,France,Fenn Packaging & Assembly,SKU-0036,Cendora Face Serum 30ml Intense,Skin Care,36,0,12.23,2026-03-11,,Cancelled,Normal,Road,2026-09-12
ORD-2026-012749,2026-02-24,NORTH_AMERICA,Canada,Bellora Cosmetics,SKU-0002,Aureva Eau de Toilette 100ml Classic,Fragrance,84,84,40.55,2026-04-06,2026-04-06,Delivered,Normal,Sea,2026-09-12
ORD-2026-012750,2026-02-24,FRANCE,France,Dune Personal Care,SKU-0064,Fiorenne Discovery Set 5x10ml Classic,Gift Set,72,72,30.44,2026-03-23,2026-03-23,Delivered,Normal,Road,2026-09-12
ORD-2026-012751,2026-02-24,NORTH_AMERICA,United States,Aster Manufacturing,SKU-0091,Heloria Eau de Parfum 50ml Intense,Fragrance,348,348,41.02,2026-04-03,2026-04-03,Delivered,Normal,Sea,2026-09-12
ORD-2026-012752,2026-02-24,NORTH_AMERICA,United States,Cedar Fragrance Works,SKU-0027,Cendora Fragrance Gift Set 3pc Classic,Gift Set,396,396,55.73,2026-04-13,2026-04-13,Delivered,Normal,Sea,2026-09-12
ORD-2026-012753,2026-02-24,NORTH_AMERICA,United States,Cedar Fragrance Works,SKU-0117,Jovira Fragrance Gift Set 3pc Intense,Gift Set,1596,1596,53.63,2026-04-06,2026-04-08,Delivered,Normal,Sea,2026-09-12
ORD-2026-012754,2026-02-24,UK_IRELAND,United Kingdom,Aster Manufacturing,SKU-0073,Galenza Eau de Parfum 50ml Classic,Fragrance,372,372,20.88,2026-03-23,2026-03-23,Delivered,Normal,Road,2026-09-12
ORD-2026-012755,2026-02-24,IBERIA,Portugal,Aster Manufacturing,SKU-0025,Cendora Eau de Parfum 50ml Classic,Fragrance,612,612,32.26,2026-03-09,2026-03-09,Delivered,Normal,Road,2026-09-12
ORD-2026-012756,2026-02-24,FRANCE,France,Bellora Cosmetics,SKU-0098,Isavelle Eau de Toilette 100ml Classic,Fragrance,216,216,40.83,2026-03-06,2026-03-06,Delivered,High,Road,2026-09-12
ORD-2026-012757,2026-02-24,DACH,Germany,Elara Beauty Labs,SKU-0077,Galenza Body Lotion 200ml Classic,Body Care,636,636,4.77,2026-03-18,2026-03-18,Delivered,Normal,Road,2026-09-12
ORD-2026-012758,2026-02-24,NORTH_AMERICA,United States,Elara Beauty Labs,SKU-0041,Dorevia Body Lotion 200ml Classic,Body Care,1452,1452,7.42,2026-03-31,2026-04-13,Delivered,Normal,Sea,2026-09-12
ORD-2026-012759,2026-02-24,NORTH_AMERICA,United States,Aster Manufacturing,SKU-0049,Elunora Eau de Parfum 50ml Classic,Fragrance,60,60,24.15,2026-03-30,2026-03-30,Delivered,Normal,Sea,2026-09-12
ORD-2026-012760,2026-02-24,LATAM,Mexico,Aster Manufacturing,SKU-0049,Elunora Eau de Parfum 50ml Classic,Fragrance,60,60,24.15,2026-04-13,2026-04-22,Delivered,Normal,Sea,2026-09-12
ORD-2026-012761,2026-02-24,NORTH_AMERICA,United States,Fenn Packaging & Assembly,SKU-0024,Briselle Face Serum 30ml Intense,Skin Care,108,0,16.67,2026-03-30,,Cancelled,Normal,Sea,2026-09-12
ORD-2026-012762,2026-02-24,FRANCE,France,Aster Manufacturing,SKU-0001,Aureva Eau de Parfum 50ml Classic,Fragrance,120,120,26.58,2026-03-06,2026-03-09,Delivered,Normal,Road,2026-09-12
ORD-2026-012763,2026-02-24,LATAM,Mexico,Fenn Packaging & Assembly,SKU-0072,Fiorenne Face Serum 30ml Intense,Skin Care,156,156,23.43,2026-03-11,2026-03-10,Delivered,High,Air,2026-09-12
ORD-2026-012764,2026-02-24,DACH,Austria,Aster Manufacturing,SKU-0073,Galenza Eau de Parfum 50ml Classic,Fragrance,564,564,20.88,2026-03-12,2026-03-12,Delivered,Normal,Road,2026-09-12
ORD-2026-012765,2026-02-24,DACH,Austria,Cedar Fragrance Works,SKU-0105,Isavelle Fragrance Gift Set 3pc Intense,Gift Set,396,396,47.89,2026-03-16,2026-03-26,Delivered,High,Road,2026-09-12
ORD-2026-012766,2026-02-24,FRANCE,France,Fenn Packaging & Assembly,SKU-0048,Dorevia Face Serum 30ml Intense,Skin Care,504,504,10.10,2026-03-12,2026-03-12,Delivered,Normal,Road,2026-09-12
ORD-2026-012767,2026-02-24,IBERIA,Spain,Bellora Cosmetics,SKU-0038,Dorevia Eau de Toilette 100ml Classic,Fragrance,60,60,33.82,2026-03-13,2026-03-13,Delivered,Normal,Road,2026-09-12
ORD-2026-012768,2026-02-24,FRANCE,France,Fenn Packaging & Assembly,SKU-0018,Briselle Face Serum 30ml Classic,Skin Care,852,852,12.39,2026-03-06,2026-03-06,Delivered,Normal,Road,2026-09-12
ORD-2026-012769,2026-02-24,IBERIA,Spain,Aster Manufacturing,SKU-0007,Aureva Eau de Parfum 50ml Intense,Fragrance,420,420,19.59,2026-03-16,2026-03-16,Delivered,Normal,Road,2026-09-12
ORD-2026-012770,2026-02-24,FRANCE,France,Dune Personal Care,SKU-0118,Jovira Discovery Set 5x10ml Intense,Gift Set,180,180,21.74,2026-03-20,2026-03-20,Delivered,Normal,Road,2026-09-12
ORD-2026-012771,2026-02-24,NORTH_AMERICA,United States,Dune Personal Care,SKU-0076,Galenza Discovery Set 5x10ml Classic,Gift Set,1104,1104,14.52,2026-03-17,2026-03-24,Delivered,High,Air,2026-09-12
ORD-2026-012772,2026-02-24,DACH,Germany,Aster Manufacturing,SKU-0091,Heloria Eau de Parfum 50ml Intense,Fragrance,972,972,39.79,2026-03-10,2026-03-10,Delivered,Normal,Road,2026-09-12
ORD-2026-012773,2026-02-24,DACH,Germany,Elara Beauty Labs,SKU-0083,Galenza Body Lotion 200ml Intense,Body Care,48,48,8.83,2026-03-13,2026-03-13,Delivered,Normal,Road,2026-09-12
ORD-2026-012774,2026-02-24,MIDDLE_EAST,United Arab Emirates,Cedar Fragrance Works,SKU-0069,Fiorenne Fragrance Gift Set 3pc Intense,Gift Set,72,72,57.26,2026-03-20,2026-03-24,Delivered,High,Air,2026-09-12
ORD-2026-012775,2026-02-24,DACH,Germany,Aster Manufacturing,SKU-0019,Briselle Eau de Parfum 50ml Intense,Fragrance,384,384,44.13,2026-03-13,2026-03-13,Delivered,Normal,Road,2026-09-12
ORD-2026-012776,2026-02-24,NORTH_AMERICA,Canada,Fenn Packaging & Assembly,SKU-0060,Elunora Face Serum 30ml Intense,Skin Care,84,84,10.32,2026-04-03,2026-03-31,Delivered,Normal,Sea,2026-09-12
ORD-2026-012777,2026-02-24,UK_IRELAND,Ireland,Aster Manufacturing,SKU-0031,Cendora Eau de Parfum 50ml Intense,Fragrance,156,156,23.85,2026-03-19,2026-03-18,Delivered,Normal,Road,2026-09-12
ORD-2026-012778,2026-02-24,ITALY,Italy,Bellora Cosmetics,SKU-0014,Briselle Eau de Toilette 100ml Classic,Fragrance,36,36,37.62,2026-03-16,2026-03-16,Delivered,Normal,Road,2026-09-12
ORD-2026-012779,2026-02-24,FRANCE,France,Fenn Packaging & Assembly,SKU-0030,Cendora Face Serum 30ml Classic,Skin Care,36,36,21.03,2026-03-06,2026-03-06,Delivered,Normal,Road,2026-09-12
ORD-2026-012780,2026-02-24,NORTH_AMERICA,United States,Aster Manufacturing,SKU-0037,Dorevia Eau de Parfum 50ml Classic,Fragrance,1248,1248,31.69,2026-04-06,2026-04-06,Delivered,Normal,Sea,2026-09-12
ORD-2026-012781,2026-02-24,ITALY,Italy,Dune Personal Care,SKU-0106,Isavelle Discovery Set 5x10ml Intense,Gift Set,72,72,26.97,2026-03-16,2026-03-13,Delivered,Normal,Road,2026-09-12
ORD-2026-012782,2026-02-24,NORTH_AMERICA,United States,Aster Manufacturing,SKU-0043,Dorevia Eau de Parfum 50ml Intense,Fragrance,528,528,35.37,2026-03-11,2026-03-10,Delivered,High,Air,2026-09-12
ORD-2026-012783,2026-02-24,NORTH_AMERICA,Canada,Bellora Cosmetics,SKU-0086,Heloria Eau de Toilette 100ml Classic,Fragrance,288,288,25.53,2026-04-06,2026-04-06,Delivered,Normal,Sea,2026-09-12
ORD-2026-012784,2026-02-24,FRANCE,France,Elara Beauty Labs,SKU-0065,Fiorenne Body Lotion 200ml Classic,Body Care,372,372,5.46,2026-03-09,2026-03-13,Delivered,Normal,Road,2026-09-12
ORD-2026-012785,2026-02-24,DACH,Germany,Fenn Packaging & Assembly,SKU-0072,Fiorenne Face Serum 30ml Intense,Skin Care,84,84,23.43,2026-03-16,2026-03-13,Delivered,Normal,Road,2026-09-12
ORD-2026-012786,2026-02-24,LATAM,Chile,Fenn Packaging & Assembly,SKU-0054,Elunora Face Serum 30ml Classic,Skin Care,564,564,12.57,2026-04-16,2026-04-20,Delivered,Normal,Sea,2026-09-12
ORD-2026-012787,2026-02-24,IBERIA,Spain,Bellora Cosmetics,SKU-0044,Dorevia Eau de Toilette 100ml Intense,Fragrance,120,120,24.68,2026-03-12,2026-03-25,Delivered,Normal,Road,2026-09-12
ORD-2026-012788,2026-02-24,UK_IRELAND,Ireland,Elara Beauty Labs,SKU-0107,Isavelle Body Lotion 200ml Intense,Body Care,48,48,10.62,2026-03-16,2026-03-16,Delivered,Normal,Road,2026-09-12
ORD-2026-012789,2026-02-24,DACH,Switzerland,Dune Personal Care,SKU-0094,Heloria Discovery Set 5x10ml Intense,Gift Set,72,72,29.50,2026-03-19,2026-04-01,Delivered,Normal,Road,2026-09-12
ORD-2026-012790,2026-02-24,DACH,Switzerland,Bellora Cosmetics,SKU-0032,Cendora Eau de Toilette 100ml Intense,Fragrance,72,72,26.72,2026-03-11,2026-03-09,Delivered,Normal,Road,2026-09-12
ORD-2026-012791,2026-02-24,MIDDLE_EAST,United Arab Emirates,Bellora Cosmetics,SKU-0086,Heloria Eau de Toilette 100ml Classic,Fragrance,252,252,25.53,2026-03-09,2026-03-09,Delivered,High,Air,2026-09-12
ORD-2026-012792,2026-02-24,UK_IRELAND,United Kingdom,Aster Manufacturing,SKU-0049,Elunora Eau de Parfum 50ml Classic,Fragrance,96,96,24.15,2026-03-13,2026-03-13,Delivered,Normal,Road,2026-09-12
ORD-2026-012793,2026-02-24,NORTH_AMERICA,United States,Dune Personal Care,SKU-0058,Elunora Discovery Set 5x10ml Intense,Gift Set,1248,1248,26.42,2026-04-14,2026-04-20,Delivered,Normal,Sea,2026-09-12
ORD-2026-012794,2026-02-24,FRANCE,France,Aster Manufacturing,SKU-0043,Dorevia Eau de Parfum 50ml Intense,Fragrance,36,36,35.37,2026-03-13,2026-03-23,Delivered,Normal,Road,2026-09-12
ORD-2026-012795,2026-02-24,FRANCE,France,Elara Beauty Labs,SKU-0035,Cendora Body Lotion 200ml Intense,Body Care,144,144,5.82,2026-03-09,2026-03-09,Delivered,Normal,Road,2026-09-12
ORD-2026-012796,2026-02-24,DACH,Germany,Fenn Packaging & Assembly,SKU-0090,Heloria Face Serum 30ml Classic,Skin Care,1068,1068,26.91,2026-03-09,2026-03-09,Delivered,High,Road,2026-09-12
ORD-2026-012797,2026-02-24,IBERIA,Spain,Bellora Cosmetics,SKU-0116,Jovira Eau de Toilette 100ml Intense,Fragrance,60,60,29.97,2026-03-16,2026-03-23,Delivered,High,Road,2026-09-12
ORD-2026-012798,2026-02-24,NORTH_AMERICA,United States,Dune Personal Care,SKU-0028,Cendora Discovery Set 5x10ml Classic,Gift Set,1152,1152,17.67,2026-04-14,2026-04-16,Delivered,Normal,Sea,2026-09-12
ORD-2026-012799,2026-02-24,UK_IRELAND,United Kingdom,Elara Beauty Labs,SKU-0065,Fiorenne Body Lotion 200ml Classic,Body Care,36,36,5.46,2026-03-19,2026-03-19,Delivered,Normal,Road,2026-09-12
ORD-2026-012800,2026-02-24,NORTH_AMERICA,United States,Fenn Packaging & Assembly,SKU-0108,Isavelle Face Serum 30ml Intense,Skin Care,84,84,12.78,2026-04-06,2026-04-08,Delivered,Normal,Sea,2026-09-12
ORD-2026-012801,2026-02-24,DACH,Austria,Dune Personal Care,SKU-0034,Cendora Discovery Set 5x10ml Intense,Gift Set,432,432,19.44,2026-03-17,2026-03-24,Delivered,Normal,Road,2026-09-12
ORD-2026-012802,2026-02-24,NORTH_AMERICA,Canada,Aster Manufacturing,SKU-0085,Heloria Eau de Parfum 50ml Classic,Fragrance,348,348,29.89,2026-04-03,2026-04-06,Delivered,Normal,Sea,2026-09-12
ORD-2026-012803,2026-02-24,NORTH_AMERICA,United States,Fenn Packaging & Assembly,SKU-0042,Dorevia Face Serum 30ml Classic,Skin Care,420,420,18.69,2026-04-03,2026-04-08,Delivered,High,Sea,2026-09-12
ORD-2026-012804,2026-02-24,ITALY,Italy,Fenn Packaging & Assembly,SKU-0012,Aureva Face Serum 30ml Intense,Skin Care,624,624,21.39,2026-03-17,2026-03-17,Delivered,Normal,Road,2026-09-12
ORD-2026-012805,2026-02-24,DACH,Germany,Elara Beauty Labs,SKU-0077,Galenza Body Lotion 200ml Classic,Body Care,48,48,4.92,2026-03-09,2026-03-09,Delivered,Normal,Road,2026-09-12
ORD-2026-012806,2026-02-24,FRANCE,France,Bellora Cosmetics,SKU-0044,Dorevia Eau de Toilette 100ml Intense,Fragrance,516,0,24.68,2026-03-05,,Cancelled,Normal,Road,2026-09-12
ORD-2026-012807,2026-02-24,ITALY,Italy,Fenn Packaging & Assembly,SKU-0018,Briselle Face Serum 30ml Classic,Skin Care,204,204,12.77,2026-03-09,2026-03-09,Delivered,Normal,Road,2026-09-12
ORD-2026-012808,2026-02-24,ITALY,Italy,Elara Beauty Labs,SKU-0119,Jovira Body Lotion 200ml Intense,Body Care,48,48,9.44,2026-03-10,2026-03-09,Delivered,Normal,Road,2026-09-12
ORD-2026-012809,2026-02-24,LATAM,Mexico,Cedar Fragrance Works,SKU-0075,Galenza Fragrance Gift Set 3pc Classic,Gift Set,168,168,28.65,2026-04-22,2026-04-22,Delivered,Normal,Sea,2026-09-12
ORD-2026-012810,2026-02-24,NORTH_AMERICA,Canada,Elara Beauty Labs,SKU-0041,Dorevia Body Lotion 200ml Classic,Body Care,72,72,7.98,2026-03-30,2026-04-09,Delivered,Normal,Sea,2026-09-12
ORD-2026-012811,2026-02-24,ITALY,Italy,Aster Manufacturing,SKU-0061,Fiorenne Eau de Parfum 50ml Classic,Fragrance,564,564,34.63,2026-03-09,2026-03-09,Delivered,Normal,Road,2026-09-12
ORD-2026-012812,2026-02-24,IBERIA,Portugal,Cedar Fragrance Works,SKU-0057,Elunora Fragrance Gift Set 3pc Intense,Gift Set,576,576,63.45,2026-03-20,2026-03-23,Delivered,Normal,Road,2026-09-12
ORD-2026-012813,2026-02-24,NORTH_AMERICA,United States,Dune Personal Care,SKU-0040,Dorevia Discovery Set 5x10ml Classic,Gift Set,192,192,28.09,2026-04-06,2026-04-06,Delivered,Normal,Sea,2026-09-12
ORD-2026-012814,2026-02-24,ITALY,Italy,Aster Manufacturing,SKU-0073,Galenza Eau de Parfum 50ml Classic,Fragrance,36,36,20.88,2026-03-12,2026-03-18,Delivered,Normal,Road,2026-09-12
ORD-2026-012815,2026-02-24,UK_IRELAND,United Kingdom,Elara Beauty Labs,SKU-0065,Fiorenne Body Lotion 200ml Classic,Body Care,84,84,5.46,2026-03-16,2026-03-16,Delivered,Normal,Road,2026-09-12
ORD-2026-012816,2026-02-24,UK_IRELAND,United Kingdom,Fenn Packaging & Assembly,SKU-0108,Isavelle Face Serum 30ml Intense,Skin Care,660,660,12.40,2026-03-13,2026-03-13,Delivered,Normal,Road,2026-09-12
ORD-2026-012817,2026-02-24,IBERIA,Spain,Elara Beauty Labs,SKU-0011,Aureva Body Lotion 200ml Intense,Body Care,204,204,4.65,2026-03-09,2026-03-09,Delivered,Normal,Road,2026-09-12
ORD-2026-012818,2026-02-24,LATAM,Brazil,Fenn Packaging & Assembly,SKU-0048,Dorevia Face Serum 30ml Intense,Skin Care,48,48,10.10,2026-03-06,2026-03-12,Delivered,High,Air,2026-09-12
ORD-2026-012819,2026-02-24,DACH,Germany,Dune Personal Care,SKU-0040,Dorevia Discovery Set 5x10ml Classic,Gift Set,348,348,28.09,2026-03-19,2026-03-25,Delivered,High,Road,2026-09-12
ORD-2026-012820,2026-02-24,NORTH_AMERICA,Canada,Elara Beauty Labs,SKU-0101,Isavelle Body Lotion 200ml Classic,Body Care,516,516,12.19,2026-03-30,2026-04-06,Delivered,Normal,Sea,2026-09-12
ORD-2026-012821,2026-02-24,UK_IRELAND,Ireland,Fenn Packaging & Assembly,SKU-0096,Heloria Face Serum 30ml Intense,Skin Care,48,48,10.87,2026-03-18,2026-03-18,Delivered,Normal,Road,2026-09-12
ORD-2026-012822,2026-02-24,NORTH_AMERICA,United States,Aster Manufacturing,SKU-0109,Jovira Eau de Parfum 50ml Classic,Fragrance,1416,1416,23.02,2026-03-16,2026-03-16,Delivered,High,Air,2026-09-12
ORD-2026-012823,2026-02-24,NORTH_AMERICA,United States,Bellora Cosmetics,SKU-0104,Isavelle Eau de Toilette 100ml Intense,Fragrance,144,144,37.17,2026-03-30,2026-04-22,Delivered,High,Sea,2026-09-12
